id;title;buyer;country;cpv_codes;deadline;status;publication_date;source_url;source
EIB-cft-1789;Legal Services under German Law;European Investment Bank (EIB);LUX;;;Unknown;2025-10-13;https://www.eib.org/en/about/procurement/calls/all/cft-1789;EIB
EIB-cft-1812;Decennial Insurance for the EIB New Building;European Investment Bank (EIB);LUX;;2025-10-23;Closed;2025-10-07;https://www.eib.org/en/about/procurement/calls/all/cft-1812;EIB
EIB-20160754-15;Travaux d’urgence de réhabilitation des quatre ponts et des ouvrages d’assainissements entre le PK 515+325 et le PK 556+650 (Siranana – Ankiabe) et la mise en place de sécurité routière de la RNP6 entre Ambanja et Ambilobe à la suite des effets contraignants dus au passage des cyclones CHIDO, DIKELEDI et FAIDA;European Investment Bank (EIB);LUX;;2025-10-08;Closed;2025-10-08;https://www.eib.org/en/about/procurement/calls/all/20160754-15;EIB
EIB-20160754-14;Travaux d’urgence de la réhabilitation de quatre ponts entre les PK 55+568 et PK 91+25 (Andranomainty, - Manambaro) et la mise en place des dispositifs de sécurité́ routière de la RNS13 entre Ambovombe et Taolagnaro;European Investment Bank (EIB);LUX;;2025-10-08;Closed;2025-10-08;https://www.eib.org/en/about/procurement/calls/all/20160754-14;EIB
EIB-20250359-01;Consulting Services for implementation consultant for the construction of the Wind Power Plant Bitovnja;European Investment Bank (EIB);LUX;;;Unknown;2025-10-07;https://www.eib.org/en/about/procurement/calls/all/20250359-01;EIB
EIB-20160327-10;Design and Construction of Elevated Viaduct of Length 4.519 Kms from CH: (-)1079.899m to CH: (-)5599.298m between PCMC and NIGDI(Bhakti Shakti) on the North-South Corridor of Pune Metro Rail Project- Reach1- Extension.;European Investment Bank (EIB);LUX;;;Unknown;2025-10-06;https://www.eib.org/en/about/procurement/calls/all/20160327-10;EIB
EIB-20120004-25;Turnkey Project Requirements for the replacement of A-SMGCS, SMR I, and SMR II systems at Cairo International Airport;European Investment Bank (EIB);LUX;;2026-01-11;Closed;2025-10-02;https://www.eib.org/en/about/procurement/calls/all/20120004-25;EIB
EIB-20120004-20;Three DVOR/DME Systems at Taba, Borg EL Arab and EL Tor International Airports Turnkey Project.;European Investment Bank (EIB);LUX;;2026-01-12;Closed;2025-10-02;https://www.eib.org/en/about/procurement/calls/all/20120004-20;EIB
EIB-20200371-10;Consulting Services for Preparation of the Detailed Engineering Design and Supervision Services for Rehabilitation of Zemo Samgori Irrigation Scheme;European Investment Bank (EIB);LUX;;2025-11-12;Closed;2025-10-01;https://www.eib.org/en/about/procurement/calls/all/20200371-10;EIB
EIB-aa-011547001;Project Implementation Support Unit (PISU) for the JETP South Africa Transnet Decarbonisation Framework Loan;European Investment Bank (EIB);LUX;;2025-11-07;Closed;2025-09-30;https://www.eib.org/en/about/procurement/calls/all/aa-011547001;EIB
EIB-cft-1814;Legal Services - French law;European Investment Bank (EIB);LUX;;2025-11-10;Closed;2025-09-30;https://www.eib.org/en/about/procurement/calls/all/cft-1814;EIB
EIB-20200030-08;Supply of Prepayment Meters and Ready Boards;European Investment Bank (EIB);LUX;;;Unknown;2025-09-29;https://www.eib.org/en/about/procurement/calls/all/20200030-08;EIB
EIB-20200030-07;Consulting Firm to Carry out Design and Supervision of works related to Power Distribution Lines Construction;European Investment Bank (EIB);LUX;;;Unknown;2025-09-29;https://www.eib.org/en/about/procurement/calls/all/20200030-07;EIB
EIB-20200030-06;Design, supply, and installation of Low Voltage and Medium Voltage Lines and Service Connections in Bugusera, Rwamgana, Kirehe, Ngoma, Nyagatare, Gatsibo and Kayonza Districts, in Eastern Province;European Investment Bank (EIB);LUX;;;Unknown;2025-09-29;https://www.eib.org/en/about/procurement/calls/all/20200030-06;EIB
EIB-aa-012911001;Public Sector Loan Facility (PSLF) Grant Application Advisory Support;European Investment Bank (EIB);LUX;;2025-11-24;Closed;2025-10-16;https://www.eib.org/en/about/procurement/calls/all/aa-012911001;EIB
EIB-20200371-09;Georgia-Structural Engineer;European Investment Bank (EIB);LUX;;2025-10-24;Closed;2025-09-23;https://www.eib.org/en/about/procurement/calls/all/20200371-09;EIB
EIB-aa-012318001;Technical Assistance for Northeast Ramallah Wastewater project - Phase 2 - Reuse Component;European Investment Bank (EIB);LUX;;2025-11-27;Closed;2025-10-15;https://www.eib.org/en/about/procurement/calls/all/aa-012318001;EIB
EIB-20200764-17;Procurement of morgue equipment for the Queen Elizabeth Hospital in Barbados;European Investment Bank (EIB);LUX;;2025-10-13;Closed;2025-09-18;https://www.eib.org/en/about/procurement/calls/all/20200764-17;EIB
EIB-preset;Preset;European Investment Bank (EIB);LUX;;;Unknown;;https://www.eib.org/en/about/procurement/calls/all/preset;EIB
EIB-20180581-03;Seismic upgrades, energy efficiency improvements and reconstruction of Kindergartens Nos. 17, 39, 46, 72, 93, 133 & 64” (comprising 7 Lots);European Investment Bank (EIB);LUX;;;Unknown;2025-09-18;https://www.eib.org/en/about/procurement/calls/all/20180581-03;EIB
EIB-aa-012813001;Technical Assistance for the ASPIRE-AT Programme in Cambodia;European Investment Bank (EIB);LUX;;2025-10-31;Closed;2025-09-12;https://www.eib.org/en/about/procurement/calls/all/aa-012813001;EIB
EIB-20170112-12;Improvement of public works in order to reduce disaster risk (Post Disasters and Climate Change RESILIENCE);European Investment Bank (EIB);LUX;;2025-11-11;Closed;2025-09-12;https://www.eib.org/en/about/procurement/calls/all/20170112-12;EIB
EIB-cft-1810;Provision of IT Administrative Support Services;European Investment Bank (EIB);LUX;;2025-10-27;Closed;2025-09-12;https://www.eib.org/en/about/procurement/calls/all/cft-1810;EIB
EIB-aa-12634001;RUFIP III - Rural Finance and Development Project, Ethiopia;European Investment Bank (EIB);LUX;;;Unknown;2025-08-26;https://www.eib.org/en/about/procurement/calls/all/aa-12634001;EIB
EIB-20110071-48;Construction of the new 400 kV Chemaia-Tensift II double-circuit line;European Investment Bank (EIB);LUX;;;Unknown;2025-08-25;https://www.eib.org/en/about/procurement/calls/all/20110071-48;EIB
EIB-aa-012095001;Global Gateway digital infrastructure project delivery advisory services;European Investment Bank (EIB);LUX;;2025-09-22;Closed;2025-08-11;https://www.eib.org/en/about/procurement/calls/all/aa-012095001;EIB
EIB-20110487-60;Ukraine Municipal Infrastructure Programme / Thermal Renovation of Public Healthcare Buildings in the Volyn Region;European Investment Bank (EIB);LUX;;2025-09-22;Closed;2025-08-08;https://www.eib.org/en/about/procurement/calls/all/20110487-60;EIB
EIB-6895f5b3eb554c649aa6f987;Construction of the Water Treatment Plant (Filtration Station) in the City of Mykolaiv;European Investment Bank (EIB);LUX;;2025-10-06;Closed;2025-08-08;https://www.eib.org/en/about/procurement/calls/all/6895f5b3eb554c649aa6f987;EIB
EIB-cft-1809;Corporate Skills Training;European Investment Bank (EIB);LUX;;2025-10-20;Closed;2025-08-06;https://www.eib.org/en/about/procurement/calls/all/cft-1809;EIB
EIB-20161020-03;Lana River-front Urban Redevelopment;European Investment Bank (EIB);LUX;;2025-10-07;Closed;2025-08-05;https://www.eib.org/en/about/procurement/calls/all/20161020-03;EIB
EIB-20170671-31;Technical Assistance for implementation of  the Serbian Inland Waterway Infrastructure  Project;European Investment Bank (EIB);LUX;;2025-09-30;Closed;2025-08-05;https://www.eib.org/en/about/procurement/calls/all/20170671-31;EIB
EIB-20080194-04;Construction of a High-Voltage Electricity Transmission Line Balti-Suceava (400kV OHL);European Investment Bank (EIB);LUX;;;Unknown;2025-08-01;https://www.eib.org/en/about/procurement/calls/all/20080194-04;EIB
EIB-ta-20250801;Framework Agreement to support EIB Advisory Activities - Public and Infrastructure Finance;European Investment Bank (EIB);LUX;;2025-09-30;Closed;2025-08-01;https://www.eib.org/en/about/procurement/calls/all/ta-20250801;EIB
EIB-20120004-24;Supplying, Installing and Commissioning of a Satellite Earth Stations and Microwave Network, Consisting of a 2 HUB Stations and 30 Remote Stations;European Investment Bank (EIB);LUX;;2025-10-27;Closed;2025-07-30;https://www.eib.org/en/about/procurement/calls/all/20120004-24;EIB
EIB-20120004-19;Request for Proposal for Hiring an international specialized Consultant in VSAT & microwave networks field for contractor bid evaluation, assistance during bid and all project supervision;European Investment Bank (EIB);LUX;;2025-12-28;Closed;2025-07-30;https://www.eib.org/en/about/procurement/calls/all/20120004-19;EIB
EIB-cft-1804;GLOBAL PAYROLL AND LEGAL SERVICES FOR EIB NON-EU EXTERNAL OFFICES;European Investment Bank (EIB);LUX;;2025-10-10;Closed;2025-07-31;https://www.eib.org/en/about/procurement/calls/all/cft-1804;EIB
EIB-20220860-02;Consultancy Services for the Preparatory Studies for Modernization and Extension of Porto Grande and Porto Novo;European Investment Bank (EIB);LUX;;2025-09-11;Closed;2025-07-30;https://www.eib.org/en/about/procurement/calls/all/20220860-02;EIB
EIB-20220488;Étude et réalisation « clé en main » d’un silo métallique et ses annexes destinés au stockage des céréales (blé et orge) d’une capacité de 30 milles tonnes à Sfax - Tunisie;European Investment Bank (EIB);LUX;;2025-09-25;Closed;2025-07-28;https://www.eib.org/en/about/procurement/calls/all/20220488;EIB
EIB-aa-012710001;Technical Assistance to prepare Armenia Resilient Syunik Program (RESYP);European Investment Bank (EIB);LUX;;2025-10-14;Closed;2025-09-29;https://www.eib.org/en/about/procurement/calls/all/aa-012710001;EIB
580330-2019;Italia-San Donato Milanese: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Snam Rete Gas S.p.A.;ITA;79000000;;Unknown;2019-12-06+01:00;https://ted.europa.eu/it/notice/-/detail/580330-2019;TED
25183-2020;Belgio-Bruxelles: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;TUC rail SA;BEL;71310000, 72500000, 79000000;;Unknown;2020-01-17+01:00;https://ted.europa.eu/it/notice/-/detail/25183-2020;TED
561971-2023;Belgio – Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza – Het uitvoeren van materialiteitsstudies voor rekening van de FOD BOSA (programma “Duurzaam Federaal Bestuur”);SERVICE PUBLIC FÉDÉRAL STRATÉGIE ET APPUI;BEL;79000000, 79000000;2023-10-16;Closed;2023-09-18Z;https://ted.europa.eu/it/notice/-/detail/561971-2023;TED
568139-2023;Belgio – Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza – Projectmanagement en -communicatie van het Interreg North Sea-project COPPER (Heraanbesteding);Gent;BEL;79000000, 79000000, 79000000;2023-10-31;Closed;2023-09-21Z;https://ted.europa.eu/it/notice/-/detail/568139-2023;TED
574417-2023;Belgio – Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza – Entretien et gestion des descriptions de fonctions et des évaluations de fonctions à la Banque nationale de Belgique;Banque nationale de Belgique;BEL;79000000, 79000000;2023-10-23;Closed;2023-09-22Z;https://ted.europa.eu/it/notice/-/detail/574417-2023;TED
583381-2023;Belgio – Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza – Deelname aan de Legal and Technical Commission van de Internationale Zeebodemautoriteit;SPF Santé Publique Sécurité de la Chaîne Alimentaire et Environnement;BEL;79000000, 79000000;2023-10-27;Closed;2023-09-27Z;https://ted.europa.eu/it/notice/-/detail/583381-2023;TED
593170-2023;Belgio – Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza – Projectmanagement en -communicatie van het Interreg North Sea-project COPPER (Heraanbesteding);Gent;BEL;79000000, 79000000, 79000000;2023-10-31;Closed;2023-10-02Z;https://ted.europa.eu/it/notice/-/detail/593170-2023;TED
596229-2023;Belgio – Servizi di consulenza finanziaria, di gestione delle transazioni finanziarie e di compensazione – Raamovereenkomst voor consultancy;Universitair Ziekenhuis Gent;BEL;66170000, 79000000, 79000000;2023-11-07;Closed;2023-10-03Z;https://ted.europa.eu/it/notice/-/detail/596229-2023;TED
54306-2016;Belgio-Bruxelles: Avviso di preinformazione 2016;Commissione europea, Directorate-General for Climate Action, Unit SRD.2 ‘Finance’;BEL;79400000;;Unknown;2016-02-18+01:00;https://ted.europa.eu/it/notice/-/detail/54306-2016;TED
55486-2016;Belgio-Bruxelles: FES — Comunicazione e sensibilizzazione per il programma ACP-UE di gestione dei rischi di catastrofi naturali nell'ambito del Cariforum;Unione europea;BEL;79400000;2016-03-21;Closed;2016-02-19+01:00;https://ted.europa.eu/it/notice/-/detail/55486-2016;TED
56391-2016;Italia-L'Aquila: Servizi generali di consulenza gestionale;Giunta Regionale d'Abruzzo — Servizio Gestione beni mobili servizi e acquisti;ITA;79411000;;Unknown;2016-02-19+01:00;https://ted.europa.eu/it/notice/-/detail/56391-2016;TED
56636-2016;Italia-Potenza: Servizi generali di consulenza gestionale;Dipartimento Stazione Unica Appaltante della Regione Basilicata (SUA-RB) — Ufficio appalti di servizi e forniture;ITA;79411000;2016-04-26;Closed;2016-02-19+01:00;https://ted.europa.eu/it/notice/-/detail/56636-2016;TED
59198-2016;Belgio-Malines: Servizi di consulenza giuridica e di rappresentanza;Vlaamse Vervoermaatschappij De Lijn;BEL;79110000;;Unknown;2016-02-20+01:00;https://ted.europa.eu/it/notice/-/detail/59198-2016;TED
59449-2016;Belgio-Bruxelles: Partenariato politico e di sensibilizzazione e piattaforma di diplomazia culturale dell'UE;Unione europea;BEL;79416000;;Unknown;2016-02-23+01:00;https://ted.europa.eu/it/notice/-/detail/59449-2016;TED
59463-2016;Belgio-Bruxelles: Valutazione degli aiuti di Stato relativi alle attività deteriorate: meccanismi di valutazione e risoluzione;Commissione europea, Directorate-General for Competition;BEL;79410000;;Unknown;2016-02-23+01:00;https://ted.europa.eu/it/notice/-/detail/59463-2016;TED
60261-2016;Italia-Potenza: Servizi per le imprese: servizi giuridici, di marketing, di consulenza, di reclutamento, di stampa e di sicurezza;Regione Basilicata — Dipartimento Programmazione e Finanze;ITA;79000000;;Unknown;2016-02-23+01:00;https://ted.europa.eu/it/notice/-/detail/60261-2016;TED
60553-2016;Italia-Firenze: Servizi generali di consulenza gestionale;Regione Toscana;ITA;79411000;2016-04-11;Closed;2016-02-23+01:00;https://ted.europa.eu/it/notice/-/detail/60553-2016;TED
62974-2016;Belgio-Bruxelles: Progetto pilota relativo allo sviluppo di strategie basate su prove per migliorare la salute di persone isolate e vulnerabili;Commissione europea;BEL;79419000;;Unknown;2016-02-25+01:00;https://ted.europa.eu/it/notice/-/detail/62974-2016;TED
62975-2016;Belgio-Bruxelles: Progetto pilota connesso alla riduzione delle disuguaglianze sanitarie: sviluppo delle competenze e valutazione delle azioni;Commissione europea;BEL;79419000;;Unknown;2016-02-25+01:00;https://ted.europa.eu/it/notice/-/detail/62975-2016;TED
62976-2016;Belgio-Bruxelles: Revisioni di dati scientifici e relativi alle politiche in materia di nutrizione e attività fisica;Commissione europea;BEL;79419000;;Unknown;2016-02-25+01:00;https://ted.europa.eu/it/notice/-/detail/62976-2016;TED
62977-2016;Belgio-Bruxelles: Progetto pilota relativo alla promozione di sistemi di autocura per malattie croniche nell'Unione europea;Commissione europea;BEL;79419000;;Unknown;2016-02-25+01:00;https://ted.europa.eu/it/notice/-/detail/62977-2016;TED
63756-2016;Italia-Milano: Servizi generali di consulenza gestionale;Comune di Milano;ITA;79411000;;Unknown;2016-02-25+01:00;https://ted.europa.eu/it/notice/-/detail/63756-2016;TED
